2025-08-11 16:27:57:288 | IntuneMDM-Daemon | I | 89007856 | FullSyncWorkflow | Starting sidecar gateway service checkin
        ScriptContent = "IyEvYmluL3pzaAoKIz09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09CiMgQWRkX1RvX0RvY2suc2gKIz09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09CiMgCiMgUHVycG9zZTogQWRkcyBhbiBhcHBsaWNhdGlvbiB0byB0aGUgbWFjT1MgRG9jayBmb3IgYWxsIHVzZXIgYWNjb3VudHMKIyAgICAgICAgICBvbiB0aGUgc3lzdGVtLiBUaGlzIGlzIGNvbW1vbmx5IHVzZWQgYXMgYSBwb3N0aW5zdGFsbCBzY3JpcHQKIyAgICAgICAgICB0byBlbnN1cmUgbmV3bHkgaW5zdGFsbGVkIGFwcGxpY2F0aW9ucyBhcHBlYXIgaW4gdXNlcnMnCiMgICAgICAgICAgRG9ja3MgYXV0b21hdGljYWxseS4KIwojIFJlcXVpcmVtZW50czogZG9ja3V0aWwgbXVzdCBiZSBpbnN0YWxsZWQgYXQgL3Vzci9sb2NhbC9iaW4vZG9ja3V0aWwKIyAgICAgICAgICAgICAgIChodHRwczovL2dpdGh1Yi5jb20va2NyYXdmb3JkL2RvY2t1dGlsKQojCiMgVXNhZ2U6ICAgU2V0IEFQUF9OQU1FIHRvIHRoZSB0YXJnZXQgYXBwbGljYXRpb24ncyBmdWxsIHBhdGgKIyAgICAgICAgICBUaGUgc2NyaXB0IHdpbGwgYWRkIHRoZSBhcHAgdG8gYWxsIHVzZXIgRG9ja3MgYW5kIHJlc3RhcnQgRG9jawojCiMgRXhpdCBDb2RlczoKIyAgIDAgLSBTdWNjZXNzZnVsbHkgYWRkZWQgYXBwbGljYXRpb24gdG8gRG9jayhzKQojICAgMSAtIEFwcGxpY2F0aW9uIG5vdCBmb3VuZCBvciBkb2NrdXRpbCBub3QgYXZhaWxhYmxlCiMKIz09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09CgojIFBhdGggdG8gdGhlIGFwcCB5b3Ugd2FudCB0byBhZGQgdG8gdGhlIERvY2sKQVBQX1BBVEg9Ii9BcHBsaWNhdGlvbnMvQWRvYmUgQ3JlYXRpdmUgQ2xvdWQvQWRvYmUgQ3JlYXRpdmUgQ2xvdWQuYXBwIgoKIyBDaGVjayB0aGF0IHRoZSBhcHAgZXhpc3RzCmlmIFtbICEgLWQgIiRBUFBfUEFUSCIgXV07IHRoZW4KICAgIGVjaG8gIkFwcCBub3QgZm91bmQgYXQgJEFQUF9QQVRIIgogICAgZXhpdCAxCmZpCgojIFBhdGggdG8gZG9ja3V0aWwKRE9DS1VUSUw9Ii91c3IvbG9jYWwvYmluL2RvY2t1dGlsIgoKIyBDaGVjayB0aGF0IGRvY2t1dGlsIGV4aXN0cwppZiBbWyAhIC1mICIkRE9DS1VUSUwiIF1dOyB0aGVuCiAgICBlY2hvICJkb2NrdXRpbCBub3QgZm91bmQgYXQgJERPQ0tVVElMIgogICAgZXhpdCAxCmZpCgojIFRyYWNrIHVzZXJzIHdobyBoYWQgZG9jayBjaGFuZ2VzClVTRVJTX0NIQU5HRUQ9KCkKCiMgTG9vcCB0aHJvdWdoIGFsbCB1c2VyIGhvbWUgZGlyZWN0b3JpZXMKZm9yIFVTRVJfSE9NRSBpbiAvVXNlcnMvKjsgZG8KICAgICMgU2tpcCBpZiBub3QgYSBkaXJlY3RvcnkKICAgIGlmIFtbICEgLWQgIiRVU0VSX0hPTUUiIF1dOyB0aGVuCiAgICAgICAgY29udGludWUKICAgIGZpCiAgICAKICAgIFVTRVJfTkFNRT0kKGJhc2VuYW1lICIkVVNFUl9IT01FIikKICAgIGVjaG8gIlByb2Nlc3NpbmcgdXNlcjogJFVTRVJfTkFNRSIKCiAgICAjIFNraXAgc3lzdGVtIGRpcmVjdG9yaWVzIGFuZCB2YWxpZGF0ZSB1c2VyIGRpcmVjdG9yeQogICAgaWYgW1sgIiRVU0VSX05BTUUiID09ICJTaGFyZWQiIHx8ICIkVVNFUl9OQU1FIiA9PSAiLmxvY2FsaXplZCIgXV07IHRoZW4KICAgICAgICBlY2hvICJTa2lwcGluZyBzeXN0ZW0gZGlyZWN0b3J5OiAkVVNFUl9OQU1FIgogICAgICAgIGNvbnRpbnVlCiAgICBmaQogICAgCiAgICAjIFNraXAgaWYgbm90IGEgcmVhbCB1c2VyIGRpcmVjdG9yeSAoY2hlY2sgZm9yIFVJRCA+IDUwMCkKICAgIFVTRVJfSUQ9JChpZCAtdSAiJFVTRVJfTkFNRSIgMj4vZGV2L251bGwpCiAgICBpZiBbWyAkPyAtbmUgMCB8fCAkVVNFUl9JRCAtbHQgNTAwIF1dOyB0aGVuCiAgICAgICAgZWNobyAiU2tpcHBpbmcgc3lzdGVtIHVzZXI6ICRVU0VSX05BTUUgKFVJRDogJFVTRVJfSUQpIgogICAgICAgIGNvbnRpbnVlCiAgICBmaQoKICAgICMgQ2hlY2sgaWYgdXNlciBoYXMgZG9jayBwcmVmZXJlbmNlcyAoc2tpcCBzZXJ2aWNlIGFjY291bnRzIHRoYXQgbmV2ZXIgbG9nZ2VkIGluKQogICAgRE9DS19QTElTVD0iJFVTRVJfSE9NRS9MaWJyYXJ5L1ByZWZlcmVuY2VzL2NvbS5hcHBsZS5kb2NrLnBsaXN0IgogICAgaWYgW1sgISAtZiAiJERPQ0tfUExJU1QiIF1dOyB0aGVuCiAgICAgICAgZWNobyAiTm8gZG9jayBwcmVmZXJlbmNlcyBmb3VuZCBmb3IgJFVTRVJfTkFNRSwgc2tpcHBpbmcgKGxpa2VseSBzZXJ2aWNlIGFjY291bnQ/KSIKICAgICAgICBjb250aW51ZQogICAgZmkKCiAgICAjIENoZWNrIGlmIGFwcCBhbHJlYWR5IGV4aXN0cyBpbiBkb2NrLCBpZiBzbyBza2lwCiAgICBFWElTVElOR19DSEVDSz0kKHN1ICIkVVNFUl9OQU1FIiAtbCAtYyAiJERPQ0tVVElMIC0tbGlzdCIgfCBncmVwIC1jICIkKGJhc2VuYW1lICIkQVBQX1BBVEgiIC5hcHApIikKICAgIAogICAgaWYgW1sgJEVYSVNUSU5HX0NIRUNLIC1ndCAwIF1dOyB0aGVuCiAgICAgICAgZWNobyAiQXBwIGFscmVhZHkgZXhpc3RzIGluICRVU0VSX05BTUUncyBEb2NrLCBza2lwcGluZy4uLiIKICAgICAgICBjb250aW51ZQogICAgZmkKICAgIAogICAgIyBBZGQgdGhlIGFwcCB0byBkb2NrCiAgICBpZiBzdSAiJFVTRVJfTkFNRSIgLWwgLWMgIiRET0NLVVRJTCAtLWFkZCBcIiRBUFBfUEFUSFwiIC0tbm8tcmVzdGFydCI7IHRoZW4KICAgICAgICBlY2hvICJTdWNjZXNzZnVsbHkgYWRkZWQgJEFQUF9QQVRIIHRvICRVU0VSX05BTUUncyBEb2NrIgogICAgICAgIFVTRVJTX0NIQU5HRUQrPSgiJFVTRVJfTkFNRSIpCiAgICBlbHNlCiAgICAgICAgZWNobyAiRmFpbGVkIHRvIGFkZCAkQVBQX1BBVEggdG8gJFVTRVJfTkFNRSdzIERvY2siCiAgICBmaQpkb25lCgojIFJlc3RhcnQgRG9jayBvbmx5IGZvciB1c2VycyB3aG8gaGFkIGNoYW5nZXMgbWFkZQppZiBbWyAkeyNVU0VSU19DSEFOR0VEW0BdfSAtZ3QgMCBdXTsgdGhlbgogICAgZWNobyAiUmVzdGFydGluZyBEb2NrIGZvciB1c2VycyB3aXRoIGNoYW5nZXM6ICR7VVNFUlNfQ0hBTkdFRFsqXX0iCiAgICBmb3IgQ0hBTkdFRF9VU0VSIGluICIke1VTRVJTX0NIQU5HRURbQF19IjsgZG8KICAgICAgICAjIENoZWNrIGlmIHVzZXIgaXMgY3VycmVudGx5IGxvZ2dlZCBpbgogICAgICAgIGlmIHdobyB8IGdyZXAgLXEgIl4kQ0hBTkdFRF9VU0VSICI7IHRoZW4KICAgICAgICAgICAgc3UgIiRDSEFOR0VEX1VTRVIiIC1sIC1jICJwa2lsbCBEb2NrIiAyPi9kZXYvbnVsbCAmJiBlY2hvICJSZXN0YXJ0ZWQgRG9jayBmb3IgJENIQU5HRURfVVNFUiIKICAgICAgICBlbHNlCiAgICAgICAgICAgIGVjaG8gIiRDSEFOR0VEX1VTRVIgbm90IGN1cnJlbnRseSBsb2dnZWQgaW4sIGRvY2sgd2lsbCB1cGRhdGUgb24gbmV4dCBsb2dpbiIKICAgICAgICBmaQogICAgZG9uZQplbHNlCiAgICBlY2hvICJObyBkb2NrIGNoYW5nZXMgbWFkZSwgc2tpcHBpbmcgRG9jayByZXN0YXJ0IgpmaQoKZXhpdCAw";
    };
    PrimaryApplicationBundleId = "com.adobe.acc.AdobeCreativeCloud";
    TargetType = 1;
}, "ApplicationName": CreativeCloud 6.7.0.278 arm64, "Intent": 1, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 4;
    InstallContext = 2;
    ProductVersion = "6.7.0.278";
    TargetType = 1;
}, "ResultCreatedTimeUTC": 2025-08-11T21:27:58Z], CachedPolicyResult: ["ResultCreatedTimeUTC": 2025-07-06T20:44:24Z, "PolicyType": 12, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 4;
    InstallContext = 2;
    ProductVersion = "6.7.0.278";
    TargetType = 1;
}, "PolicyVersion": 1, "Policy": {
    AppInfos =     (
                {
            AppVersion = "6.7.0.278";
            BundleId = "com.adobe.acc.AdobeCreativeCloud";
        }
    );
    AppType = 1;
    ApplicationName = "CreativeCloud 6.7.0.278 arm64";
    ApplicationRequirements =     {
        SupportedArchitecture = 0;
    };
    AvailableAppEnforcement = 0;
    IgnoreVersioning = 0;
    Intent = 1;
    PolicyId = "e33551de-0398-4441-98b4-d8b6de28a4cd";
    PolicyVersion = 1;
    PostInstallScript =     {
        ScriptContent = "IyEvYmluL3pzaAoKIz09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09CiMgQWRkX1RvX0RvY2suc2gKIz09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09CiMgCiMgUHVycG9zZTogQWRkcyBhbiBhcHBsaWNhdGlvbiB0byB0aGUgbWFjT1MgRG9jayBmb3IgYWxsIHVzZXIgYWNjb3VudHMKIyAgICAgICAgICBvbiB0aGUgc3lzdGVtLiBUaGlzIGlzIGNvbW1vbmx5IHVzZWQgYXMgYSBwb3N0aW5zdGFsbCBzY3JpcHQKIyAgICAgICAgICB0byBlbnN1cmUgbmV3bHkgaW5zdGFsbGVkIGFwcGxpY2F0aW9ucyBhcHBlYXIgaW4gdXNlcnMnCiMgICAgICAgICAgRG9ja3MgYXV0b21hdGljYWxseS4KIwojIFJlcXVpcmVtZW50czogZG9ja3V0aWwgbXVzdCBiZSBpbnN0YWxsZWQgYXQgL3Vzci9sb2NhbC9iaW4vZG9ja3V0aWwKIyAgICAgICAgICAgICAgIChodHRwczovL2dpdGh1Yi5jb20va2NyYXdmb3JkL2RvY2t1dGlsKQojCiMgVXNhZ2U6ICAgU2V0IEFQUF9OQU1FIHRvIHRoZSB0YXJnZXQgYXBwbGljYXRpb24ncyBmdWxsIHBhdGgKIyAgICAgICAgICBUaGUgc2NyaXB0IHdpbGwgYWRkIHRoZSBhcHAgdG8gYWxsIHVzZXIgRG9ja3MgYW5kIHJlc3RhcnQgRG9jawojCiMgRXhpdCBDb2RlczoKIyAgIDAgLSBTdWNjZXNzZnVsbHkgYWRkZWQgYXBwbGljYXRpb24gdG8gRG9jayhzKQojICAgMSAtIEFwcGxpY2F0aW9uIG5vdCBmb3VuZCBvciBkb2NrdXRpbCBub3QgYXZhaWxhYmxlCiMKIz09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09CgojIFBhdGggdG8gdGhlIGFwcCB5b3Ugd2FudCB0byBhZGQgdG8gdGhlIERvY2sKQVBQX1BBVEg9Ii9BcHBsaWNhdGlvbnMvQWRvYmUgQ3JlYXRpdmUgQ2xvdWQvQWRvYmUgQ3JlYXRpdmUgQ2xvdWQuYXBwIgoKIyBDaGVjayB0aGF0IHRoZSBhcHAgZXhpc3RzCmlmIFtbICEgLWQgIiRBUFBfUEFUSCIgXV07IHRoZW4KICAgIGVjaG8gIkFwcCBub3QgZm91bmQgYXQgJEFQUF9QQVRIIgogICAgZXhpdCAxCmZpCgojIFBhdGggdG8gZG9ja3V0aWwKRE9DS1VUSUw9Ii91c3IvbG9jYWwvYmluL2RvY2t1dGlsIgoKIyBDaGVjayB0aGF0IGRvY2t1dGlsIGV4aXN0cwppZiBbWyAhIC1mICIkRE9DS1VUSUwiIF1dOyB0aGVuCiAgICBlY2hvICJkb2NrdXRpbCBub3QgZm91bmQgYXQgJERPQ0tVVElMIgogICAgZXhpdCAxCmZpCgojIFRyYWNrIHVzZXJzIHdobyBoYWQgZG9jayBjaGFuZ2VzClVTRVJTX0NIQU5HRUQ9KCkKCiMgTG9vcCB0aHJvdWdoIGFsbCB1c2VyIGhvbWUgZGlyZWN0b3JpZXMKZm9yIFVTRVJfSE9NRSBpbiAvVXNlcnMvKjsgZG8KICAgICMgU2tpcCBpZiBub3QgYSBkaXJlY3RvcnkKICAgIGlmIFtbICEgLWQgIiRVU0VSX0hPTUUiIF1dOyB0aGVuCiAgICAgICAgY29udGludWUKICAgIGZpCiAgICAKICAgIFVTRVJfTkFNRT0kKGJhc2VuYW1lICIkVVNFUl9IT01FIikKICAgIGVjaG8gIlByb2Nlc3NpbmcgdXNlcjogJFVTRVJfTkFNRSIKCiAgICAjIFNraXAgc3lzdGVtIGRpcmVjdG9yaWVzIGFuZCB2YWxpZGF0ZSB1c2VyIGRpcmVjdG9yeQogICAgaWYgW1sgIiRVU0VSX05BTUUiID09ICJTaGFyZWQiIHx8ICIkVVNFUl9OQU1FIiA9PSAiLmxvY2FsaXplZCIgXV07IHRoZW4KICAgICAgICBlY2hvICJTa2lwcGluZyBzeXN0ZW0gZGlyZWN0b3J5OiAkVVNFUl9OQU1FIgogICAgICAgIGNvbnRpbnVlCiAgICBmaQogICAgCiAgICAjIFNraXAgaWYgbm90IGEgcmVhbCB1c2VyIGRpcmVjdG9yeSAoY2hlY2sgZm9yIFVJRCA+IDUwMCkKICAgIFVTRVJfSUQ9JChpZCAtdSAiJFVTRVJfTkFNRSIgMj4vZGV2L251bGwpCiAgICBpZiBbWyAkPyAtbmUgMCB8fCAkVVNFUl9JRCAtbHQgNTAwIF1dOyB0aGVuCiAgICAgICAgZWNobyAiU2tpcHBpbmcgc3lzdGVtIHVzZXI6ICRVU0VSX05BTUUgKFVJRDogJFVTRVJfSUQpIgogICAgICAgIGNvbnRpbnVlCiAgICBmaQoKICAgICMgQ2hlY2sgaWYgdXNlciBoYXMgZG9jayBwcmVmZXJlbmNlcyAoc2tpcCBzZXJ2aWNlIGFjY291bnRzIHRoYXQgbmV2ZXIgbG9nZ2VkIGluKQogICAgRE9DS19QTElTVD0iJFVTRVJfSE9NRS9MaWJyYXJ5L1ByZWZlcmVuY2VzL2NvbS5hcHBsZS5kb2NrLnBsaXN0IgogICAgaWYgW1sgISAtZiAiJERPQ0tfUExJU1QiIF1dOyB0aGVuCiAgICAgICAgZWNobyAiTm8gZG9jayBwcmVmZXJlbmNlcyBmb3VuZCBmb3IgJFVTRVJfTkFNRSwgc2tpcHBpbmcgKGxpa2VseSBzZXJ2aWNlIGFjY291bnQ/KSIKICAgICAgICBjb250aW51ZQogICAgZmkKCiAgICAjIENoZWNrIGlmIGFwcCBhbHJlYWR5IGV4aXN0cyBpbiBkb2NrLCBpZiBzbyBza2lwCiAgICBFWElTVElOR19DSEVDSz0kKHN1ICIkVVNFUl9OQU1FIiAtbCAtYyAiJERPQ0tVVElMIC0tbGlzdCIgfCBncmVwIC1jICIkKGJhc2VuYW1lICIkQVBQX1BBVEgiIC5hcHApIikKICAgIAogICAgaWYgW1sgJEVYSVNUSU5HX0NIRUNLIC1ndCAwIF1dOyB0aGVuCiAgICAgICAgZWNobyAiQXBwIGFscmVhZHkgZXhpc3RzIGluICRVU0VSX05BTUUncyBEb2NrLCBza2lwcGluZy4uLiIKICAgICAgICBjb250aW51ZQogICAgZmkKICAgIAogICAgIyBBZGQgdGhlIGFwcCB0byBkb2NrCiAgICBpZiBzdSAiJFVTRVJfTkFNRSIgLWwgLWMgIiRET0NLVVRJTCAtLWFkZCBcIiRBUFBfUEFUSFwiIC0tbm8tcmVzdGFydCI7IHRoZW4KICAgICAgICBlY2hvICJTdWNjZXNzZnVsbHkgYWRkZWQgJEFQUF9QQVRIIHRvICRVU0VSX05BTUUncyBEb2NrIgogICAgICAgIFVTRVJTX0NIQU5HRUQrPSgiJFVTRVJfTkFNRSIpCiAgICBlbHNlCiAgICAgICAgZWNobyAiRmFpbGVkIHRvIGFkZCAkQVBQX1BBVEggdG8gJFVTRVJfTkFNRSdzIERvY2siCiAgICBmaQpkb25lCgojIFJlc3RhcnQgRG9jayBvbmx5IGZvciB1c2VycyB3aG8gaGFkIGNoYW5nZXMgbWFkZQppZiBbWyAkeyNVU0VSU19DSEFOR0VEW0BdfSAtZ3QgMCBdXTsgdGhlbgogICAgZWNobyAiUmVzdGFydGluZyBEb2NrIGZvciB1c2VycyB3aXRoIGNoYW5nZXM6ICR7VVNFUlNfQ0hBTkdFRFsqXX0iCiAgICBmb3IgQ0hBTkdFRF9VU0VSIGluICIke1VTRVJTX0NIQU5HRURbQF19IjsgZG8KICAgICAgICAjIENoZWNrIGlmIHVzZXIgaXMgY3VycmVudGx5IGxvZ2dlZCBpbgogICAgICAgIGlmIHdobyB8IGdyZXAgLXEgIl4kQ0hBTkdFRF9VU0VSICI7IHRoZW4KICAgICAgICAgICAgc3UgIiRDSEFOR0VEX1VTRVIiIC1sIC1jICJwa2lsbCBEb2NrIiAyPi9kZXYvbnVsbCAmJiBlY2hvICJSZXN0YXJ0ZWQgRG9jayBmb3IgJENIQU5HRURfVVNFUiIKICAgICAgICBlbHNlCiAgICAgICAgICAgIGVjaG8gIiRDSEFOR0VEX1VTRVIgbm90IGN1cnJlbnRseSBsb2dnZWQgaW4sIGRvY2sgd2lsbCB1cGRhdGUgb24gbmV4dCBsb2dpbiIKICAgICAgICBmaQogICAgZG9uZQplbHNlCiAgICBlY2hvICJObyBkb2NrIGNoYW5nZXMgbWFkZSwgc2tpcHBpbmcgRG9jayByZXN0YXJ0IgpmaQoKZXhpdCAw";
    };
    PrimaryApplicationBundleId = "com.adobe.acc.AdobeCreativeCloud";
    TargetType = 1;
}, "Intent": 1, "EnforcementStateMessage": {
    EnforcementState = 1000;
}, "ApplicationName": CreativeCloud 6.7.0.278 arm64, "PolicyId": e33551de-0398-4441-98b4-d8b6de28a4cd]
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | This policy has been executed on this device before the current check-in. PolicyID: 4a4b431d-4cd1-4965-8b18-2ca38c8ab119
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | I | 89007862 | CoreDataAppStateChangePersistence | Fetch app policy state change records. PolicyID: []
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | Compare current result object to the result object stored in the cache. PolicyID: 4a4b431d-4cd1-4965-8b18-2ca38c8ab119
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | Cached app policy result matches the current policy result. PolicyID: 4a4b431d-4cd1-4965-8b18-2ca38c8ab119, PolicyResult: ["PolicyVersion": 1, "PolicyId": 4a4b431d-4cd1-4965-8b18-2ca38c8ab119, "PolicyType": 12, "EnforcementStateMessage": {
    EnforcementState = 1000;
}, "Policy": {
    AppInfos =     (
                {
            AppVersion = "2.5.6";
            BundleId = "au.csiro.dialog";
        }
    );
    AppType = 1;
    ApplicationName = "Dialog 2.5.6";
    ApplicationRequirements =     {
        MinOSVersion =         {
            MajorVersion = 12;
            MinorVersion = 0;
        };
        SupportedArchitecture = 0;
    };
    AvailableAppEnforcement = 0;
    IgnoreVersioning = 0;
    Intent = 3;
    PolicyId = "4a4b431d-4cd1-4965-8b18-2ca38c8ab119";
    PolicyVersion = 1;
    PrimaryApplicationBundleId = "au.csiro.dialog";
    TargetType = 2;
}, "ApplicationName": Dialog 2.5.6, "Intent": 3, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 2;
    InstallContext = 2;
    ProductVersion = "2.5.6";
    TargetType = 2;
}, "ResultCreatedTimeUTC": 2025-08-11T21:27:58Z], CachedPolicyResult: ["PolicyVersion": 1, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 2;
    InstallContext = 2;
    ProductVersion = "2.5.6";
    TargetType = 2;
}, "Intent": 3, "ResultCreatedTimeUTC": 2025-05-19T13:51:07Z, "EnforcementStateMessage": {
    EnforcementState = 1000;
}, "Policy": {
    AppInfos =     (
                {
            AppVersion = "2.5.6";
            BundleId = "au.csiro.dialog";
        }
    );
    AppType = 1;
    ApplicationName = "Dialog 2.5.6";
    ApplicationRequirements =     {
        MinOSVersion =         {
            MajorVersion = 12;
            MinorVersion = 0;
        };
        SupportedArchitecture = 0;
    };
    AvailableAppEnforcement = 0;
    IgnoreVersioning = 0;
    Intent = 3;
    PolicyId = "4a4b431d-4cd1-4965-8b18-2ca38c8ab119";
    PolicyVersion = 1;
    PrimaryApplicationBundleId = "au.csiro.dialog";
    TargetType = 2;
}, "ApplicationName": Dialog 2.5.6, "PolicyType": 12, "PolicyId": 4a4b431d-4cd1-4965-8b18-2ca38c8ab119]
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | This policy has been executed on this device before the current check-in. PolicyID: 80f4c7e2-15c1-46d9-900a-574332849086
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | I | 89007862 | CoreDataAppStateChangePersistence | Fetch app policy state change records. PolicyID: []
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:374 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:375 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | Compare current result object to the result object stored in the cache. PolicyID: 80f4c7e2-15c1-46d9-900a-574332849086
2025-08-11 16:27:58:375 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | Cached app policy result matches the current policy result. PolicyID: 80f4c7e2-15c1-46d9-900a-574332849086, PolicyResult: ["PolicyVersion": 1, "PolicyId": 80f4c7e2-15c1-46d9-900a-574332849086, "PolicyType": 12, "Policy": {
    AppInfos =     (
                {
            AppVersion = "2.8.4";
            BundleId = "com.soma-zone.LaunchControl";
        }
    );
    AppType = 1;
    ApplicationName = "LaunchControl 2.8.4";
    ApplicationRequirements =     {
        MinOSVersion =         {
            MajorVersion = 11;
            MinorVersion = 0;
        };
        SupportedArchitecture = 0;
    };
    AvailableAppEnforcement = 0;
    IgnoreVersioning = 0;
    Intent = 3;
    PolicyId = "80f4c7e2-15c1-46d9-900a-574332849086";
    PolicyVersion = 1;
    PrimaryApplicationBundleId = "com.soma-zone.LaunchControl";
    TargetType = 2;
}, "EnforcementStateMessage": {
    EnforcementState = 1000;
}, "ApplicationName": LaunchControl 2.8.4, "Intent": 3, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 2;
    InstallContext = 2;
    ProductVersion = "2.8.4";
    TargetType = 2;
}, "ResultCreatedTimeUTC": 2025-08-11T21:27:58Z], CachedPolicyResult: ["PolicyVersion": 1, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 2;
    InstallContext = 2;
    ProductVersion = "2.8.4";
    TargetType = 2;
}, "Intent": 3, "ResultCreatedTimeUTC": 2025-07-27T14:02:05Z, "EnforcementStateMessage": {
    EnforcementState = 1000;
}, "Policy": {
    AppInfos =     (
                {
            AppVersion = "2.8.4";
            BundleId = "com.soma-zone.LaunchControl";
        }
    );
    AppType = 1;
    ApplicationName = "LaunchControl 2.8.4";
    ApplicationRequirements =     {
        MinOSVersion =         {
            MajorVersion = 11;
            MinorVersion = 0;
        };
        SupportedArchitecture = 0;
    };
    AvailableAppEnforcement = 0;
    IgnoreVersioning = 0;
    Intent = 3;
    PolicyId = "80f4c7e2-15c1-46d9-900a-574332849086";
    PolicyVersion = 1;
    PrimaryApplicationBundleId = "com.soma-zone.LaunchControl";
    TargetType = 2;
}, "ApplicationName": LaunchControl 2.8.4, "PolicyType": 12, "PolicyId": 80f4c7e2-15c1-46d9-900a-574332849086]
2025-08-11 16:27:58:375 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | This policy has been executed on this device before the current check-in. PolicyID: f2567800-c0a3-4742-ab42-567dc1450776
2025-08-11 16:27:58:375 | IntuneMDM-Daemon | I | 89007862 | CoreDataAppStateChangePersistence | Fetch app policy state change records. PolicyID: []
2025-08-11 16:27:58:375 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:375 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:375 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:375 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:375 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | Compare current result object to the result object stored in the cache. PolicyID: f2567800-c0a3-4742-ab42-567dc1450776
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | Cached app policy result matches the current policy result. PolicyID: f2567800-c0a3-4742-ab42-567dc1450776, PolicyResult: ["PolicyVersion": 1, "PolicyId": f2567800-c0a3-4742-ab42-567dc1450776, "PolicyType": 12, "EnforcementStateMessage": {
